pmid,file_source,pubmed,mid,pmc,doi,pii,pmcid,other_medline,other_sici
25164658,pubmed_2300_to_2399.xml,25164658,,PMC4145168,10.1523/JNEUROSCI.1405-14.2014,34/35/11621,,,
25178429,pubmed_2300_to_2399.xml,25178429,NIHMS610339,PMC4227942,10.1001/jamaneurol.2014.1455,1900308,,,
25174004,pubmed_2300_to_2399.xml,25174004,EMS60572,PMC4208299,10.1038/nn.3801,,,,
25193240,pubmed_2300_to_2399.xml,25193240,NIHMS626388,PMC4169116,10.1007/s00401-014-1339-2,,,,
25197054,pubmed_2300_to_2399.xml,25197054,,PMC4169925,10.1073/pnas.1414837111,1414837111,,,
25199842,pubmed_2300_to_2399.xml,25199842,NIHMS655138,PMC4314944,10.1001/jamaneurol.2014.1491,1900799,,,
25201279,pubmed_2300_to_2399.xml,25201279,NIHMS742215,PMC4689196,10.1001/jamainternmed.2014.4103,1901117,,,
25176015,pubmed_2300_to_2399.xml,25176015,,,10.1056/NEJMoa1409077,,,,
25209273,pubmed_2300_to_2399.xml,25209273,,PMC4160770,10.1523/JNEUROSCI.2255-14.2014,34/37/12313,,,
25208536,pubmed_2300_to_2399.xml,25208536,,PMC4159609,10.1136/bmj.g5205,,,,
25212850,pubmed_2300_to_2399.xml,25212850,EMS71883,PMC5367518,10.1093/brain/awu255,,,,
25217640,pubmed_2300_to_2399.xml,25217640,,PMC4215234,10.1074/jbc.M114.600833,S0021-9258(20)37260-4,,,
25222039,pubmed_2300_to_2399.xml,25222039,NIHMS652642,PMC4293023,10.1001/jamaneurol.2014.2031,1902914,,,
25217827,pubmed_2300_to_2399.xml,25217827,NIHMS621286,PMC4177011,10.1038/nn.3806,nn.3806,,,
25215490,pubmed_2300_to_2399.xml,25215490,NIHMS619251,PMC4163014,10.1016/j.cell.2014.07.040,S0092-8674(14)00990-8,,,
25242217,pubmed_2300_to_2399.xml,25242217,NIHMS631276,PMC4199382,10.1016/j.neuron.2014.08.048,S0896-6273(14)00749-1,,,
25246573,pubmed_2300_to_2399.xml,25246573,,PMC4210039,10.1073/pnas.1416598111,1416598111,,,
25253858,pubmed_2300_to_2399.xml,25253858,,PMC4172805,10.1523/JNEUROSCI.2582-13.2014,34/39/13127,,,
25261551,pubmed_2300_to_2399.xml,25261551,,PMC4205609,10.1073/pnas.1411649111,1411649111,,,
25264250,pubmed_2300_to_2399.xml,25264250,NIHMS631185,PMC4190006,10.1016/j.cub.2014.08.027,S0960-9822(14)01040-9,,,
25261995,pubmed_2300_to_2399.xml,25261995,NIHMS617867,PMC4196723,10.1038/nm.3672,nm.3672,,,
25271633,pubmed_2300_to_2399.xml,25271633,,PMC4182669,10.1371/journal.pone.0107541,PONE-D-14-20307,,,
25285942,pubmed_2300_to_2399.xml,25285942,NIHMS670034,PMC4374637,10.1001/jamaneurol.2014.2482,1910854,,,
25288138,pubmed_2300_to_2399.xml,25288138,,PMC4759101,10.1038/mp.2014.123,mp2014123,,,
25297016,pubmed_2300_to_2399.xml,25297016,,,10.1016/S1474-4422(14)70198-X,S1474-4422(14)70198-X,,,
25297104,pubmed_2300_to_2399.xml,25297104,,PMC6608375,10.1523/JNEUROSCI.4762-13.2014,34/41/13780,,,
25297091,pubmed_2300_to_2399.xml,25297091,,PMC6608380,10.1523/JNEUROSCI.1353-14.2014,34/41/13629,,,
25307057,pubmed_2300_to_2399.xml,25307057,NIHMS656312,PMC4366007,10.1038/nature13800,nature13800,,,
25322206,pubmed_2300_to_2399.xml,25322206,,,10.1001/jamaneurol.2014.2510,1915582,,,
25326800,pubmed_2300_to_2399.xml,25326800,NIHMS623922,PMC4224595,10.1038/nm.3700,nm.3700,,,
25333748,pubmed_2300_to_2399.xml,25333748,,,10.1038/ncomms6181,ncomms6181,,,
25339735,pubmed_2300_to_2399.xml,25339735,,PMC4205547,10.1523/JNEUROSCI.0326-14.2014,34/43/14210,,,
25344629,pubmed_2300_to_2399.xml,25344629,NIHMS695554,PMC4940121,10.1038/nn.3850,nn.3850,,,
25348064,pubmed_2300_to_2399.xml,25348064,NIHMS638266,PMC4257842,10.1007/s00401-014-1349-0,,,,
24898928,pubmed_2300_to_2399.xml,24898928,,PMC4113458,10.1212/WNL.0000000000000517,WNL.0000000000000517,,,
25378646,pubmed_2300_to_2399.xml,25378646,,,10.1126/scitranslmed.3009835,6/261/261ra154,,,
25443857,pubmed_2300_to_2399.xml,25443857,NIHMS642914,PMC4300247,10.1016/j.jalz.2014.07.003,S1552-5260(14)02500-X,,,
25365775,pubmed_2300_to_2399.xml,25365775,NIHMS655164,PMC4344367,10.1001/jamaneurol.2014.3049,1919424,,,
25359108,pubmed_2300_to_2399.xml,25359108,,,10.1007/s00401-014-1356-1,,,,
25390692,pubmed_2300_to_2399.xml,25390692,,PMC4229119,10.1371/journal.pone.0111899,PONE-D-14-20886,,,
25390368,pubmed_2300_to_2399.xml,25390368,,PMC4229098,10.1371/journal.pone.0111898,PONE-D-14-20885,,,
25391305,pubmed_2300_to_2399.xml,25391305,,,10.1212/WNL.0000000000001050,WNL.0000000000001050,,,
25392495,pubmed_2300_to_2399.xml,25392495,,PMC4228131,10.1523/JNEUROSCI.1629-14.2014,34/46/15281,,,
25392515,pubmed_2300_to_2399.xml,25392515,,PMC4228143,10.1523/JNEUROSCI.3258-14.2014,34/46/15482,,,
25401692,pubmed_2300_to_2399.xml,25401692,NIHMS628092,PMC4257887,10.1038/nm.3717,nm.3717,,,
25406732,pubmed_2300_to_2399.xml,25406732,,,10.1038/ncomms6422,ncomms6422,,,
25412207,pubmed_2300_to_2399.xml,25412207,,PMC4238950,10.1371/journal.pcbi.1003956,PCOMPBIOL-D-14-01211,,,
25419706,pubmed_2300_to_2399.xml,25419706,NIHMS654180,PMC4301587,10.1038/nm.3736,nm.3736,,,
25418885,pubmed_2300_to_2399.xml,25418885,,PMC4253625,10.1186/1750-1326-9-53,1750-1326-9-53,,,
25417150,pubmed_2300_to_2399.xml,25417150,,,10.1016/j.cell.2014.10.016,S0092-8674(14)01304-X,,,
25456500,pubmed_2300_to_2399.xml,25456500,,,10.1016/j.neuron.2014.10.024,S0896-6273(14)00922-2,,,
25599931,pubmed_2300_to_2399.xml,25599931,,,10.1016/j.biopsych.2014.10.013,S0006-3223(14)00793-8,,,
25437566,pubmed_2300_to_2399.xml,25437566,NIHMS632524,PMC4255334,10.1016/j.celrep.2014.09.042,S2211-1247(14)00825-0,,,
25503365,pubmed_2300_to_2399.xml,25503365,,PMC4284588,10.1073/pnas.1413994112,1413994112,,,
25521377,pubmed_2300_to_2399.xml,25521377,NIHMS647745,PMC4632245,10.1016/j.neuron.2014.12.010,S0896-6273(14)01091-5,,,
25533482,pubmed_2300_to_2399.xml,25533482,NIHMS645931,PMC4289109,10.1016/j.neuron.2014.11.018,S0896-6273(14)01046-0,,,
25531812,pubmed_2300_to_2399.xml,25531812,NIHMS655158,PMC4324097,10.1001/jamaneurol.2014.2157,2048745,,,
25531084,pubmed_2300_to_2399.xml,25531084,NIHMS634115,PMC4300856,10.1038/nnano.2014.254,nnano.2014.254,,,
25533203,pubmed_2300_to_2399.xml,25533203,,,10.1016/j.jalz.2014.10.009,S1552-5260(14)02863-5,,,
25559883,pubmed_2400_to_2499.xml,25559883,,,10.1001/jamaneurol.2014.4068,2088873,,,
25559744,pubmed_2400_to_2499.xml,25559744,NIHMS677921,PMC4432918,10.1001/jamaneurol.2014.3781,2088872,,,
25559657,pubmed_2400_to_2499.xml,25559657,,,10.1001/jamaneurol.2014.4078,2088871,,,
25580592,pubmed_2400_to_2499.xml,25580592,NIHMS657689,PMC4355261,10.1001/jamaneurol.2014.3314,2089217,,,
25585532,pubmed_2400_to_2499.xml,25585532,,,10.1016/j.neurobiolaging.2014.12.015,S0197-4580(14)00831-8,,,
25600871,pubmed_2400_to_2499.xml,25600871,NIHMS651216,PMC5747552,10.1016/j.celrep.2014.12.034,S2211-1247(14)01063-8,,,
25589671,pubmed_2400_to_2499.xml,25589671,,PMC4335988,10.1212/WNL.0000000000001238,WNL.0000000000001238,,,
25592972,pubmed_2400_to_2499.xml,25592972,,PMC4328647,10.15252/emmm.201404438,emmm.201404438,,,
25594179,pubmed_2400_to_2499.xml,25594179,NIHMS653543,PMC4306654,10.1016/j.cell.2014.11.053,S0092-8674(14)01591-8,,,
25611508,pubmed_2400_to_2499.xml,25611508,NIHMS651289,PMC4350773,10.1016/j.neuron.2014.12.032,S0896-6273(14)01141-6,,,
25620700,pubmed_2400_to_2499.xml,25620700,,,10.1016/j.celrep.2014.12.041,S2211-1247(14)01094-8,,,
25622143,pubmed_2400_to_2499.xml,25622143,NIHMS651720,PMC4340760,10.1038/nn.3930,nn.3930,,,
25622185,pubmed_2400_to_2499.xml,25622185,,,10.1001/jamaneurol.2014.4144,2091947,,,
25622095,pubmed_2400_to_2499.xml,25622095,NIHMS660568,PMC4364538,10.1001/jamaneurol.2014.3974,2091946,,,
25619654,pubmed_2400_to_2499.xml,25619654,NIHMS657740,PMC4352138,10.1016/j.neuron.2014.12.068,S0896-6273(14)01201-X,,,
25619653,pubmed_2400_to_2499.xml,25619653,NIHMS645510,PMC4320003,10.1016/j.neuron.2014.11.020,S0896-6273(14)01048-4,,,
25630253,pubmed_2400_to_2499.xml,25630253,NIHMS651359,PMC4311408,10.1038/ncomms7176,ncomms7176,,,
25635101,pubmed_2400_to_2499.xml,25635101,NIHMS830822,PMC5125025,10.1126/science.1260590,347/6221/555,,,
25638532,pubmed_2400_to_2499.xml,25638532,,,10.1016/j.neurobiolaging.2014.12.022,S0197-4580(14)00838-0,,,
25643321,pubmed_2400_to_2499.xml,25643321,,,10.1038/nsmb.2954,nsmb.2954,,,
25650802,pubmed_2400_to_2499.xml,25650802,,PMC4337608,10.7554/eLife.05116,,,,
25635100,pubmed_2400_to_2499.xml,25635100,NIHMS656334,PMC4341906,10.1126/science.aaa1534,347/6221/551,,,
25643297,pubmed_2400_to_2499.xml,25643297,,,10.1038/nn.3935,nn.3935,,,
25653292,pubmed_2400_to_2499.xml,25653292,,PMC4351662,10.1212/WNL.0000000000001313,WNL.0000000000001313,,,
25662776,pubmed_2400_to_2499.xml,25662776,EMS84239,PMC6742501,10.1016/S1474-4422(14)70324-2,S1474-4422(14)70324-2,,,
25673831,pubmed_2400_to_2499.xml,25673831,,PMC4323521,10.1523/JNEUROSCI.5791-12.2015,35/6/2358,,,
25678559,pubmed_2400_to_2499.xml,25678559,,PMC4438387,10.1093/brain/awv007,awv007,,,
25687773,pubmed_2400_to_2499.xml,25687773,NIHMS654369,PMC4539304,10.1038/mp.2015.6,mp20156,,,
25693568,pubmed_2400_to_2499.xml,25693568,NIHMS658091,PMC4530583,10.1038/nature14252,nature14252,,,
25706306,pubmed_2400_to_2499.xml,25706306,NIHMS672147,PMC4397175,10.1001/jamaneurol.2014.4040,2110226,,,
25706191,pubmed_2400_to_2499.xml,25706191,NIHMS667976,PMC4397164,10.1001/jamaneurol.2014.3375,2110225,,,
25704951,pubmed_2400_to_2499.xml,25704951,,,10.1016/j.neuron.2015.01.025,S0896-6273(15)00051-3,,,
25693563,pubmed_2400_to_2499.xml,25693563,NIHMS657700,PMC4530010,10.1038/nature14248,nature14248,,,
25716831,pubmed_2400_to_2499.xml,25716831,,PMC6605557,10.1523/JNEUROSCI.3127-14.2015,35/8/3298,,,
25728668,pubmed_2400_to_2499.xml,25728668,NIHMS661638,PMC4477963,10.1016/j.cell.2015.01.049,S0092-8674(15)00127-0,,,
25716838,pubmed_2400_to_2499.xml,25716838,,PMC4339351,10.1523/JNEUROSCI.2620-14.2015,35/8/3384,,,
25730668,pubmed_2400_to_2499.xml,25730668,NIHMS684079,PMC4734893,10.1038/nn.3966,,,,
25741723,pubmed_2400_to_2499.xml,25741723,NIHMS664658,PMC4358812,10.1016/j.neuron.2015.02.010,S0896-6273(15)00099-9,,,
25761889,pubmed_2400_to_2499.xml,25761889,,,10.1126/scitranslmed.aaa2512,7/278/278ra33,,,
25772071,pubmed_2400_to_2499.xml,25772071,NIHMS664437,PMC4388804,10.1016/j.stem.2015.02.004,S1934-5909(15)00060-0,,,
25774849,pubmed_2400_to_2499.xml,25774849,,,10.1038/nm.3827,nm.3827,,,
25775167,pubmed_2400_to_2499.xml,25775167,,,10.1001/jamaneurol.2014.4530,2193879,,,
25844322,pubmed_2400_to_2499.xml,25844322,,PMC4377841,10.1016/j.nicl.2015.02.009,S2213-1582(15)00027-3,,,
25792098,pubmed_2400_to_2499.xml,25792098,NIHMS672931,PMC5909703,10.1016/S1474-4422(15)70016-5,S1474-4422(15)70016-5,,,
25771249,pubmed_2400_to_2499.xml,25771249,,,10.1016/S0140-6736(15)60461-5,S0140-6736(15)60461-5,,,
25807283,pubmed_2400_to_2499.xml,25807283,,,10.1038/ng.3246,ng.3246,,,
25798556,pubmed_2400_to_2499.xml,25798556,,,10.1001/jamaneurol.2015.14,2210916,,,
25795648,pubmed_2400_to_2499.xml,25795648,,PMC4409587,10.1212/WNL.0000000000001495,WNL.0000000000001495,,,
25853683,pubmed_2400_to_2499.xml,25853683,,PMC4384391,10.1186/s40478-015-0193-3,s40478-015-0193-3,,,
25832413,pubmed_2400_to_2499.xml,25832413,,,10.1038/nature14040,nature14040,,,
25832411,pubmed_2400_to_2499.xml,25832411,,,10.1038/nature14039,nature14039,,,
25832410,pubmed_2400_to_2499.xml,25832410,NIHMS714932,PMC4544703,10.1038/nature14038,nature14038,,,
25832408,pubmed_2400_to_2499.xml,25832408,,,10.1038/nature14036,nature14036,,,
25822737,pubmed_2400_to_2499.xml,25822737,NIHMS903367,PMC5642905,10.1001/jamaneurol.2014.4829,2212147,,,
25383537,pubmed_2400_to_2499.xml,25383537,NIHMS659513,PMC4317254,10.1038/nature13907,nature13907,,,
25866264,pubmed_2400_to_2499.xml,25866264,,,10.1016/S2213-8587(15)00033-9,S2213-8587(15)00033-9,,,
25867677,pubmed_2400_to_2499.xml,25867677,NIHMS715183,PMC4551490,10.1001/jamaneurol.2015.0202,2241561,,,
25869275,pubmed_2400_to_2499.xml,25869275,NIHMS680885,PMC4605847,10.1007/s00429-015-1040-9,10.1007/s00429-015-1040-9,,,
25880481,pubmed_2400_to_2499.xml,25880481,,PMC4549621,10.1038/srep09649,srep09649,,,
25887395,pubmed_2400_to_2499.xml,25887395,,PMC4463437,10.1074/jbc.M115.652693,S0021-9258(20)44361-3,,,
25867121,pubmed_2400_to_2499.xml,25867121,NIHMS672398,PMC4414895,10.1038/nn.3997,nn.3997,,,
25893879,pubmed_2400_to_2499.xml,25893879,NIHMS735030,PMC4639566,10.1001/jamaneurol.2015.0098,2275473,,,
25904803,pubmed_2400_to_2499.xml,25904803,,PMC4405560,10.1523/JNEUROSCI.4586-14.2015,35/16/6532,,,
25918421,pubmed_2400_to_2499.xml,25918421,,PMC4434707,10.1073/pnas.1506242112,1506242112,,,
25921538,pubmed_2400_to_2499.xml,25921538,,PMC4431668,10.1016/j.celrep.2015.03.068,S2211-1247(15)00359-9,,,
25926467,pubmed_2400_to_2499.xml,25926467,,PMC6605183,10.1523/JNEUROSCI.2262-14.2015,35/17/6931,,,
25936935,pubmed_2400_to_2499.xml,25936935,NIHMS692224,PMC4627856,10.1016/j.jalz.2014.12.009,S1552-5260(15)00122-3,,,
25942042,pubmed_2400_to_2499.xml,25942042,,PMC4471283,10.1038/tp.2015.52,tp201552,,,
25938662,pubmed_2400_to_2499.xml,25938662,NIHMS665499,PMC4476499,10.1038/nsmb.2991,nsmb.2991,,,
25938164,pubmed_2400_to_2499.xml,25938164,,PMC4462565,10.1021/jacs.5b03373,,,,
25937280,pubmed_2400_to_2499.xml,25937280,,,10.1016/j.celrep.2015.04.017,S2211-1247(15)00404-0,,,
25937274,pubmed_2400_to_2499.xml,25937274,,,10.1016/j.jalz.2015.02.007,S1552-5260(15)00120-X,,,
25958115,pubmed_2400_to_2499.xml,25958115,,PMC4425867,10.1186/s40478-015-0204-4,10.1186/s40478-015-0204-4,,,
25959826,pubmed_2400_to_2499.xml,25959826,NIHMS1789483,PMC9014711,10.1016/j.celrep.2015.04.030,S2211-1247(15)00431-3,,,
25964057,pubmed_2400_to_2499.xml,25964057,NIHMS706657,PMC4521391,10.1111/neup.12205,,,,
25974006,pubmed_2400_to_2499.xml,25974006,,,10.1002/ana.24439,,,,
25977373,pubmed_2400_to_2499.xml,25977373,NIHMS743182,PMC4692360,10.1126/science.aaa9344,science.aaa9344,,,
25988462,pubmed_2400_to_2499.xml,25988462,NIHMS700669,PMC4486209,10.1001/jama.2015.4668,2293295,,,
25988463,pubmed_2400_to_2499.xml,25988463,NIHMS694597,PMC4517678,10.1001/jama.2015.4669,2293296,,,
25988319,pubmed_2400_to_2499.xml,25988319,,PMC4479012,10.1038/ncomms7760,ncomms7760,,,
25978969,pubmed_2400_to_2499.xml,25978969,,PMC4520655,10.15252/emmm.201505026,emmm.201505026,,,
26004914,pubmed_2400_to_2499.xml,26004914,NIHMS689000,PMC4458182,10.1016/j.neuron.2015.05.005,S0896-6273(15)00412-2,,,
26005850,pubmed_2400_to_2499.xml,26005850,NIHMS684788,PMC4482781,10.1038/nn.4025,nn.4025,,,
26011114,pubmed_2400_to_2499.xml,26011114,NIHMS683848,PMC4640964,10.1037/neu0000208,2015-23032-001,,,
26030850,pubmed_2400_to_2499.xml,26030850,NIHMS688532,PMC4482795,10.1038/nn.4035,nn.4035,,,
26035291,pubmed_2400_to_2499.xml,26035291,,PMC4452757,10.1371/journal.pmed.1001833,PMEDICINE-D-14-01484,,,
26030851,pubmed_2400_to_2499.xml,26030851,NIHMS883001,PMC5528863,10.1038/nn.4030,nn.4030,,,
26051935,pubmed_2400_to_2499.xml,26051935,NIHMS692027,PMC4494129,10.1016/j.celrep.2015.05.021,S2211-1247(15)00547-1,,,
26044557,pubmed_2400_to_2499.xml,26044557,,PMC4744979,10.1002/ana.24453,,,,
26057852,pubmed_2400_to_2499.xml,26057852,,PMC4460904,10.1038/srep11161,srep11161,,,
26061765,pubmed_2400_to_2499.xml,26061765,EMS63379,PMC4486072,10.1038/nature14510,nature14510,,,
26061766,pubmed_2400_to_2499.xml,26061766,,,10.1038/nature14547,nature14547,,,
26065893,pubmed_2400_to_2499.xml,26065893,,PMC4490565,10.1038/ncomms8333,ncomms8333,,,
26062630,pubmed_2400_to_2499.xml,26062630,,PMC4501943,10.1212/WNL.0000000000001702,WNL.0000000000001702,,,
26062627,pubmed_2400_to_2499.xml,26062627,,PMC4501938,10.1212/WNL.0000000000001704,WNL.0000000000001704,,,
26068849,pubmed_2400_to_2499.xml,26068849,NIHMS770598,PMC4829082,10.1126/science.1255905,348/6240/1241,,,
26073027,pubmed_2400_to_2499.xml,26073027,NIHMS830232,PMC5469297,10.1016/j.jalz.2014.11.001,S1552-5260(14)02865-9,,,
26076669,pubmed_2400_to_2499.xml,26076669,,PMC4490410,10.1038/ncomms8314,ncomms8314,,,
26085606,pubmed_2400_to_2499.xml,26085606,,PMC4515043,10.1212/WNL.0000000000001738,WNL.0000000000001738,,,
26092348,pubmed_2400_to_2499.xml,26092348,,,10.1016/j.jalz.2015.05.012,S1552-5260(15)00181-8,,,
26098371,pubmed_2500_to_2599.xml,26098371,NIHMS680456,PMC4648621,10.1038/nature14467,nature14467,,,
26099047,pubmed_2500_to_2599.xml,26099047,,,10.1038/nm.3885,nm.3885,,,
26054031,pubmed_2500_to_2599.xml,26054031,NIHMS856256,PMC5487843,10.1001/jamainternmed.2015.2092,2301148,,,
26109656,pubmed_2500_to_2599.xml,26109656,,PMC4478251,10.1523/JNEUROSCI.4808-14.2015,35/25/9315,,,
26119027,pubmed_2500_to_2599.xml,26119027,NIHMS697709,PMC4487786,10.1016/j.neuron.2015.06.001,S0896-6273(15)00514-0,,,
26121081,pubmed_2500_to_2599.xml,26121081,NIHMS706295,PMC4625544,10.1001/jamaneurol.2015.1099,2337496,,,
26139022,pubmed_2500_to_2599.xml,26139022,NIHMS709422,PMC4519011,10.1016/S1474-4422(15)00135-0,S1474-4422(15)00135-0,,,
26141491,pubmed_2500_to_2599.xml,26141491,,PMC4623840,10.1093/brain/awv191,awv191,,,
26147946,pubmed_2500_to_2599.xml,26147946,NIHMS712976,PMC4570860,10.1001/jamaneurol.2015.1285,2368726,,,
26147761,pubmed_2500_to_2599.xml,26147761,NIHMS698774,PMC4529371,10.1038/nm.3898,nm.3898,,,
26153422,pubmed_2500_to_2599.xml,26153422,,PMC4534262,10.1073/pnas.1505953112,1505953112,,,
26152694,pubmed_2500_to_2599.xml,26152694,NIHMS738334,PMC4652952,10.1126/scisignal.aaa6674,8/384/ra67,,,
26174152,pubmed_2500_to_2599.xml,26174152,,,10.1002/ana.24469,,,,
26176913,pubmed_2500_to_2599.xml,26176913,NIHMS700022,PMC4718588,10.1038/nature14658,,,,
26182420,pubmed_2500_to_2599.xml,26182420,,,10.1016/j.neuron.2015.06.032,S0896-6273(15)00595-4,,,
10880397,pubmed_2500_to_2599.xml,10880397,,PMC1850219,10.1016/s0002-9440(10)64538-5,S0002-9440(10)64538-5,,,
26194181,pubmed_2500_to_2599.xml,26194181,NIHMS696690,PMC4721948,10.1038/mp.2015.97,mp201597,,,
26192747,pubmed_2500_to_2599.xml,26192747,NIHMS702155,PMC8049446,10.1038/nn.4067,nn.4067,,,
26203081,pubmed_2500_to_2599.xml,26203081,NIHMS724359,PMC4591937,10.1126/scitranslmed.aab1290,7/297/297ra113,,,
26214837,pubmed_2500_to_2599.xml,26214837,,,10.1038/nm.3913,nm.3913,,,
26250685,pubmed_2500_to_2599.xml,26250685,NIHMS772498,PMC4825810,10.1126/science.aab0983,349/6248/650,,,
26258692,pubmed_2500_to_2599.xml,26258692,,,10.1001/jamaneurol.2015.1449,2422446,,,
26246168,pubmed_2500_to_2599.xml,26246168,,,10.1126/scitranslmed.aab1923,7/299/299ra123,,,
26280335,pubmed_2500_to_2599.xml,26280335,EMS64147,PMC4568306,10.1038/nature14892,,,,
26284939,pubmed_2500_to_2599.xml,26284939,,PMC4557123,10.1038/ncomms8967,ncomms8967,,,
26280122,pubmed_2500_to_2599.xml,26280122,NIHMS708325,PMC4560977,10.1038/nm.3924,nm.3924,,,
26299962,pubmed_2500_to_2599.xml,26299962,NIHMS760930,PMC4820248,10.1016/j.celrep.2015.07.059,S2211-1247(15)00849-9,,,
26299959,pubmed_2500_to_2599.xml,26299959,NIHMS712149,PMC4558203,10.1016/j.celrep.2015.07.050,S2211-1247(15)00828-1,,,
26300044,pubmed_2500_to_2599.xml,26300044,,,10.1016/S1474-4422(15)00092-7,S1474-4422(15)00092-7,,,
26305649,pubmed_2500_to_2599.xml,26305649,NIHMS850016,PMC5369607,10.1001/jama.2015.9677,2429713,,,
26305648,pubmed_2500_to_2599.xml,26305648,NIHMS736824,PMC4698980,10.1001/jama.2015.9617,2429712,,,
26308899,pubmed_2500_to_2599.xml,26308899,NIHMS731778,PMC4631399,10.1038/nature14974,nature14974,,,
26308983,pubmed_2500_to_2599.xml,26308983,NIHMS708035,PMC4552077,10.1038/nn.4085,nn.4085,,,
26308891,pubmed_2500_to_2599.xml,26308891,NIHMS761496,PMC4800742,10.1038/nature14973,,,,
26322584,pubmed_2500_to_2599.xml,26322584,EMS83348,PMC6570618,10.1038/nature14864,nature14864,,,
26317470,pubmed_2500_to_2599.xml,26317470,,,10.1016/j.cell.2015.07.047,S0092-8674(15)00963-0,,,
26324905,pubmed_2500_to_2599.xml,26324905,,PMC4586853,10.1073/pnas.1514475112,1514475112,,,
26324099,pubmed_2500_to_2599.xml,26324099,NIHMS939599,PMC5811225,10.1038/mp.2015.129,mp2015129,,,
26163429,pubmed_2500_to_2599.xml,26163429,,PMC4603880,10.1212/WNL.0000000000001816,WNL.0000000000001816,,,
26335643,pubmed_2500_to_2599.xml,26335643,NIHMS717322,PMC4575284,10.1016/j.neuron.2015.08.020,S0896-6273(15)00714-X,,,
2810583,pubmed_2500_to_2599.xml,2810583,,,,,,,
16207391,pubmed_2500_to_2599.xml,16207391,,,10.1017/S0033291705006264,S0033291705006264,,,
26354483,pubmed_2500_to_2599.xml,26354483,,,10.1038/nature15369,nature15369,,,
26352792,pubmed_2500_to_2599.xml,26352792,,,10.1038/nn.4117,nn.4117,,,
26352473,pubmed_2500_to_2599.xml,26352473,NIHMS721816,PMC4791177,10.1038/nature15368,nature15368,,,
26351699,pubmed_2500_to_2599.xml,26351699,,PMC4586870,10.1073/pnas.1503455112,1503455112,,,
8624133,pubmed_2500_to_2599.xml,8624133,,,10.1111/j.1749-6632.1996.tb34407.x,,,,
26366630,pubmed_2500_to_2599.xml,26366630,NIHMS742417,PMC4694558,10.1001/jamaneurol.2015.1867,2436595,,,
26491725,pubmed_2500_to_2599.xml,26491725,NIHMS725256,PMC4610013,10.1126/sciadv.1500472,,,,
26377465,pubmed_2500_to_2599.xml,26377465,,PMC6795210,10.1523/JNEUROSCI.0006-15.2015,35/37/12766,,,
26373605,pubmed_2500_to_2599.xml,26373605,,PMC4643642,10.1093/brain/awv267,awv267,,,
26393847,pubmed_2500_to_2599.xml,26393847,,,10.1001/jama.2015.10214,2442936,,,
26389654,pubmed_2500_to_2599.xml,26389654,,,10.1001/jamaneurol.2015.2161,2442471,,,
26390242,pubmed_2500_to_2599.xml,26390242,NIHMS717753,PMC4598295,10.1038/nm.3951,nm.3951,,,
2974227,pubmed_2500_to_2599.xml,2974227,,,10.1007/BF00689592,,,,
3263583,pubmed_2500_to_2599.xml,3263583,,,10.1016/s0197-4580(88)80079-4,S0197-4580(88)80079-4,,,
2565620,pubmed_2500_to_2599.xml,2565620,,,10.1007/BF02890024,,,,
26400934,pubmed_2500_to_2599.xml,26400934,,PMC6605437,10.1523/JNEUROSCI.1698-15.2015,35/38/13029,,,
5465843,pubmed_2500_to_2599.xml,5465843,,,10.1093/geronj/25.3.171,,,,
8035925,pubmed_2500_to_2599.xml,8035925,,,10.1212/wnl.44.7.1253,,,,
26456686,pubmed_2500_to_2599.xml,26456686,NIHMS937899,PMC5929130,10.1016/j.stem.2015.09.001,S1934-5909(15)00408-7,,,
26468326,pubmed_2500_to_2599.xml,26468326,,,10.1126/scitranslmed.aab3492,7/309/309ra164,,,
26469250,pubmed_2500_to_2599.xml,26469250,NIHMS717503,PMC4610245,10.1097/NEN.0000000000000254,00005072-201511000-00007,,,
2353798,pubmed_2500_to_2599.xml,2353798,,,10.1002/ana.410270412,,,,
26505746,pubmed_2500_to_2599.xml,26505746,NIHMS733591,PMC4738026,10.1002/ana.24546,,,,
2804814,pubmed_2500_to_2599.xml,2804814,,,10.1017/s0317167100029863,,,,
26582899,pubmed_2500_to_2599.xml,26582899,NIHMS1563350,PMC7153735,10.1126/scitranslmed.aad1904,7/314/314ra184,,,
26714488,pubmed_2500_to_2599.xml,26714488,,PMC4696341,10.1186/s13195-015-0164-8,10.1186/s13195-015-0164-8,,,
26774490,pubmed_2500_to_2599.xml,26774490,NIHMS746652,PMC4731272,10.1016/j.celrep.2015.12.044,S2211-1247(15)01485-0,,,
26806385,pubmed_2500_to_2599.xml,26806385,NIHMS748804,PMC4947451,10.1016/j.jalz.2015.12.008,S1552-5260(15)03032-0,,,
26810632,pubmed_2500_to_2599.xml,26810632,,,10.1001/jamaneurol.2015.4478,2484444,,,
26818518,pubmed_2500_to_2599.xml,26818518,,PMC4728727,10.1523/JNEUROSCI.2336-15.2016,36/4/1316,,,
26822146,pubmed_2500_to_2599.xml,26822146,,PMC4731943,10.1186/s13195-016-0173-2,10.1186/s13195-016-0173-2,,,
26843562,pubmed_2500_to_2599.xml,26843562,,PMC4793784,10.1212/WNL.0000000000002413,WNL.0000000000002413,,,
